comunidad,year,precio
comunitat-valenciana,2004,1084.0
comunitat-valenciana,2004,1144.0
comunitat-valenciana,2004,1204.0
comunitat-valenciana,2004,1250.0
comunitat-valenciana,2005,1308.0
comunitat-valenciana,2005,1373.0
comunitat-valenciana,2005,1444.0
comunitat-valenciana,2005,1504.0
comunitat-valenciana,2006,1557.0
comunitat-valenciana,2006,1621.0
comunitat-valenciana,2006,1682.0
comunitat-valenciana,2006,1737.0
comunitat-valenciana,2007,1782.0
comunitat-valenciana,2007,1823.0
comunitat-valenciana,2007,1860.0
comunitat-valenciana,2007,1876.0
comunitat-valenciana,2008,1878.0
comunitat-valenciana,2008,1868.0
comunitat-valenciana,2008,1844.0
comunitat-valenciana,2008,1804.0
comunitat-valenciana,2009,1740.0
comunitat-valenciana,2009,1709.0
comunitat-valenciana,2009,1677.0
comunitat-valenciana,2009,1644.0
comunitat-valenciana,2010,1612.0
comunitat-valenciana,2010,1593.0
comunitat-valenciana,2010,1569.0
comunitat-valenciana,2010,1543.0
comunitat-valenciana,2011,1515.0
comunitat-valenciana,2011,1515.0
comunitat-valenciana,2011,1521.0
comunitat-valenciana,2011,1467.0
comunitat-valenciana,2012,1422.0
comunitat-valenciana,2012,1367.0
comunitat-valenciana,2012,1338.0
comunitat-valenciana,2012,1299.0
comunitat-valenciana,2013,1253.0
comunitat-valenciana,2013,1223.0
comunitat-valenciana,2013,1190.0
comunitat-valenciana,2013,1147.0
comunitat-valenciana,2014,1079.0
comunitat-valenciana,2014,1081.0
comunitat-valenciana,2014,1072.0
comunitat-valenciana,2014,1057.0
comunitat-valenciana,2015,1035.0
comunitat-valenciana,2015,1036.0
comunitat-valenciana,2015,1029.0
comunitat-valenciana,2015,1025.0
comunitat-valenciana,2016,1020.0
comunitat-valenciana,2016,1020.0
comunitat-valenciana,2016,1022.0
comunitat-valenciana,2016,1026.0
comunitat-valenciana,2017,1022.0
comunitat-valenciana,2017,1026.0
comunitat-valenciana,2017,1037.0
comunitat-valenciana,2017,1037.0
comunitat-valenciana,2018,1044.0
comunitat-valenciana,2018,1080.0
comunitat-valenciana,2018,1094.0
comunitat-valenciana,2018,1101.0
comunitat-valenciana,2019,1116.0
comunitat-valenciana,2019,1110.0
comunitat-valenciana,2019,1119.0
comunitat-valenciana,2019,1135.0
comunitat-valenciana,2020,1149.0
comunitat-valenciana,2020,1146.0
comunitat-valenciana,2020,1150.0
comunitat-valenciana,2020,1147.0
comunitat-valenciana,2021,1157.0
comunitat-valenciana,2021,1179.0
comunitat-valenciana,2021,1177.0
comunitat-valenciana,2021,1206.0
comunitat-valenciana,2022,1219.0
extremadura,2003,626.0
extremadura,2003,648.0
extremadura,2003,672.0
extremadura,2003,691.0
extremadura,2004,710.0
extremadura,2004,735.0
extremadura,2004,754.0
extremadura,2004,781.0
extremadura,2005,804.0
extremadura,2005,839.0
extremadura,2005,874.0
extremadura,2005,888.0
extremadura,2006,905.0
extremadura,2006,937.0
extremadura,2006,957.0
extremadura,2006,982.0
extremadura,2007,1010.0
extremadura,2007,1037.0
extremadura,2007,1050.0
extremadura,2007,1057.0
extremadura,2008,1064.0
extremadura,2008,1067.0
extremadura,2008,1066.0
extremadura,2008,1067.0
extremadura,2009,1064.0
extremadura,2009,1064.0
extremadura,2009,1047.0
extremadura,2009,1052.0
extremadura,2010,1016.0
extremadura,2010,1013.0
extremadura,2010,994.0
extremadura,2010,997.0
extremadura,2011,1001.0
extremadura,2011,1005.0
extremadura,2011,993.0
extremadura,2011,974.0
extremadura,2012,953.0
extremadura,2012,937.0
extremadura,2012,913.0
extremadura,2012,910.0
extremadura,2013,898.0
extremadura,2013,873.0
extremadura,2013,864.0
extremadura,2013,873.0
extremadura,2014,862.0
extremadura,2014,859.0
extremadura,2014,837.0
extremadura,2014,823.0
extremadura,2015,824.0
extremadura,2015,818.0
extremadura,2015,811.0
extremadura,2015,812.0
extremadura,2016,812.0
extremadura,2016,801.0
extremadura,2016,805.0
extremadura,2016,804.0
extremadura,2017,806.0
extremadura,2017,807.0
extremadura,2017,806.0
extremadura,2017,799.0
extremadura,2018,804.0
extremadura,2018,790.0
extremadura,2018,801.0
extremadura,2018,805.0
extremadura,2019,807.0
extremadura,2019,806.0
extremadura,2019,815.0
extremadura,2019,821.0
extremadura,2020,825.0
extremadura,2020,829.0
extremadura,2020,832.0
extremadura,2020,831.0
extremadura,2021,832.0
extremadura,2021,830.0
extremadura,2021,838.0
extremadura,2021,839.0
extremadura,2022,833.0
galicia,2003,887.0
galicia,2003,909.0
galicia,2003,931.0
galicia,2003,949.0
galicia,2004,967.0
galicia,2004,1002.0
galicia,2004,1041.0
galicia,2004,1079.0
galicia,2005,1109.0
galicia,2005,1140.0
galicia,2005,1173.0
galicia,2005,1204.0
galicia,2006,1234.0
galicia,2006,1277.0
galicia,2006,1304.0
galicia,2006,1343.0
galicia,2007,1379.0
galicia,2007,1422.0
galicia,2007,1452.0
galicia,2007,1489.0
galicia,2008,1504.0
galicia,2008,1496.0
galicia,2008,1496.0
galicia,2008,1485.0
galicia,2009,1480.0
galicia,2009,1472.0
galicia,2009,1434.0
galicia,2009,1433.0
galicia,2010,1413.0
galicia,2010,1404.0
galicia,2010,1401.0
galicia,2010,1404.0
galicia,2011,1395.0
galicia,2011,1377.0
galicia,2011,1389.0
galicia,2011,1367.0
galicia,2012,1344.0
galicia,2012,1301.0
galicia,2012,1268.0
galicia,2012,1241.0
galicia,2013,1212.0
galicia,2013,1188.0
galicia,2013,1180.0
galicia,2013,1155.0
galicia,2014,1123.0
galicia,2014,1105.0
galicia,2014,1107.0
galicia,2014,1106.0
galicia,2015,1092.0
galicia,2015,1113.0
galicia,2015,1088.0
galicia,2015,1082.0
galicia,2016,1064.0
galicia,2016,1073.0
galicia,2016,1059.0
galicia,2016,1071.0
galicia,2017,1062.0
galicia,2017,1063.0
galicia,2017,1062.0
galicia,2017,1084.0
galicia,2018,1077.0
galicia,2018,1084.0
galicia,2018,1079.0
galicia,2018,1079.0
galicia,2019,1069.0
galicia,2019,1079.0
galicia,2019,1076.0
galicia,2019,1073.0
galicia,2020,1064.0
galicia,2020,1062.0
galicia,2020,1069.0
galicia,2020,1079.0
galicia,2021,1090.0
galicia,2021,1100.0
galicia,2021,1109.0
galicia,2021,1120.0
galicia,2022,1135.0
islas-baleares,2003,1485.0
islas-baleares,2003,1529.0
islas-baleares,2003,1583.0
islas-baleares,2003,1625.0
islas-baleares,2004,1679.0
islas-baleares,2004,1738.0
islas-baleares,2004,1805.0
islas-baleares,2004,1862.0
islas-baleares,2005,1926.0
islas-baleares,2005,2001.0
islas-baleares,2005,2073.0
islas-baleares,2005,2139.0
islas-baleares,2006,2202.0
islas-baleares,2006,2265.0
islas-baleares,2006,2333.0
islas-baleares,2006,2402.0
islas-baleares,2007,2480.0
islas-baleares,2007,2553.0
islas-baleares,2007,2625.0
islas-baleares,2007,2678.0
islas-baleares,2008,2711.0
islas-baleares,2008,2729.0
islas-baleares,2008,2734.0
islas-baleares,2008,2700.0
islas-baleares,2009,2651.0
islas-baleares,2009,2609.0
islas-baleares,2009,2564.0
islas-baleares,2009,2512.0
islas-baleares,2010,2461.0
islas-baleares,2010,2457.0
islas-baleares,2010,2420.0
islas-baleares,2010,2395.0
islas-baleares,2011,2369.0
islas-baleares,2011,2357.0
islas-baleares,2011,2348.0
islas-baleares,2011,2311.0
islas-baleares,2012,2261.0
islas-baleares,2012,2206.0
islas-baleares,2012,2119.0
islas-baleares,2012,2117.0
islas-baleares,2013,2049.0
islas-baleares,2013,2013.0
islas-baleares,2013,1986.0
islas-baleares,2013,1965.0
islas-baleares,2014,1931.0
islas-baleares,2014,1938.0
islas-baleares,2014,1935.0
islas-baleares,2014,1939.0
islas-baleares,2015,1946.0
islas-baleares,2015,1953.0
islas-baleares,2015,1930.0
islas-baleares,2015,1969.0
islas-baleares,2016,1999.0
islas-baleares,2016,1995.0
islas-baleares,2016,1989.0
islas-baleares,2016,1958.0
islas-baleares,2017,1970.0
islas-baleares,2017,2003.0
islas-baleares,2017,2022.0
islas-baleares,2017,2045.0
islas-baleares,2018,2091.0
islas-baleares,2018,2101.0
islas-baleares,2018,2172.0
islas-baleares,2018,2197.0
islas-baleares,2019,2229.0
islas-baleares,2019,2250.0
islas-baleares,2019,2276.0
islas-baleares,2019,2309.0
islas-baleares,2020,2348.0
islas-baleares,2020,2321.0
islas-baleares,2020,2339.0
islas-baleares,2020,2364.0
islas-baleares,2021,2375.0
islas-baleares,2021,2427.0
islas-baleares,2021,2474.0
islas-baleares,2021,2546.0
islas-baleares,2022,2569.0
la-rioja,2003,914.0
la-rioja,2003,937.0
la-rioja,2003,972.0
la-rioja,2003,1012.0
la-rioja,2004,1049.0
la-rioja,2004,1086.0
la-rioja,2004,1121.0
la-rioja,2004,1161.0
la-rioja,2005,1189.0
la-rioja,2005,1219.0
la-rioja,2005,1267.0
la-rioja,2005,1325.0
la-rioja,2006,1369.0
la-rioja,2006,1418.0
la-rioja,2006,1469.0
la-rioja,2006,1510.0
la-rioja,2007,1545.0
la-rioja,2007,1595.0
la-rioja,2007,1617.0
la-rioja,2007,1629.0
la-rioja,2008,1652.0
la-rioja,2008,1659.0
la-rioja,2008,1669.0
la-rioja,2008,1670.0
la-rioja,2009,1672.0
la-rioja,2009,1649.0
la-rioja,2009,1648.0
la-rioja,2009,1660.0
la-rioja,2010,1615.0
la-rioja,2010,1572.0
la-rioja,2010,1560.0
la-rioja,2010,1526.0
la-rioja,2011,1487.0
la-rioja,2011,1463.0
la-rioja,2011,1440.0
la-rioja,2011,1407.0
la-rioja,2012,1391.0
la-rioja,2012,1385.0
la-rioja,2012,1350.0
la-rioja,2012,1323.0
la-rioja,2013,1283.0
la-rioja,2013,1240.0
la-rioja,2013,1202.0
la-rioja,2013,1158.0
la-rioja,2014,1133.0
la-rioja,2014,1105.0
la-rioja,2014,1088.0
la-rioja,2014,1054.0
la-rioja,2015,1015.0
la-rioja,2015,990.0
la-rioja,2015,961.0
la-rioja,2015,948.0
la-rioja,2016,938.0
la-rioja,2016,924.0
la-rioja,2016,899.0
la-rioja,2016,890.0
la-rioja,2017,899.0
la-rioja,2017,904.0
la-rioja,2017,894.0
la-rioja,2017,915.0
la-rioja,2018,916.0
la-rioja,2018,921.0
la-rioja,2018,926.0
la-rioja,2018,932.0
la-rioja,2019,937.0
la-rioja,2019,947.0
la-rioja,2019,949.0
la-rioja,2019,963.0
la-rioja,2020,963.0
la-rioja,2020,975.0
la-rioja,2020,980.0
la-rioja,2020,976.0
la-rioja,2021,979.0
la-rioja,2021,987.0
la-rioja,2021,993.0
la-rioja,2021,1002.0
la-rioja,2022,1019.0
melilla,2003,955.0
melilla,2003,974.0
melilla,2003,1001.0
melilla,2003,1005.0
melilla,2004,1005.0
melilla,2004,1005.0
melilla,2004,1019.0
melilla,2004,1020.0
melilla,2005,1048.0
melilla,2005,1073.0
melilla,2005,1120.0
melilla,2005,1138.0
melilla,2006,1159.0
melilla,2006,1260.0
melilla,2006,1320.0
melilla,2006,1395.0
melilla,2007,1459.0
melilla,2007,1524.0
melilla,2007,1566.0
melilla,2007,1617.0
melilla,2008,1677.0
melilla,2008,1715.0
melilla,2008,1736.0
melilla,2008,1777.0
melilla,2009,1793.0
melilla,2009,1792.0
melilla,2009,1803.0
melilla,2009,1814.0
melilla,2010,1815.0
melilla,2010,1827.0
melilla,2010,1826.0
melilla,2010,1828.0
melilla,2011,1807.0
melilla,2011,1823.0
melilla,2011,1832.0
melilla,2011,1838.0
melilla,2012,1802.0
melilla,2012,1812.0
melilla,2012,1802.0
melilla,2012,1774.0
melilla,2013,1752.0
melilla,2013,1749.0
melilla,2013,1726.0
melilla,2013,1677.0
melilla,2014,1656.0
melilla,2014,1648.0
melilla,2014,1640.0
melilla,2014,1646.0
melilla,2015,1654.0
melilla,2015,1606.0
melilla,2015,1602.0
melilla,2015,1580.0
melilla,2016,1588.0
melilla,2016,1605.0
melilla,2016,1591.0
melilla,2016,1590.0
melilla,2017,1593.0
melilla,2017,1609.0
melilla,2017,1624.0
melilla,2017,1637.0
melilla,2018,1642.0
melilla,2018,1614.0
melilla,2018,1660.0
melilla,2018,1671.0
melilla,2019,1706.0
melilla,2019,1683.0
melilla,2019,1687.0
melilla,2019,1685.0
melilla,2020,1687.0
melilla,2020,1693.0
melilla,2020,1681.0
melilla,2020,1680.0
melilla,2021,1667.0
melilla,2021,1681.0
melilla,2021,1712.0
melilla,2021,1725.0
melilla,2022,1709.0
pais-vasco,2003,1807.0
pais-vasco,2003,1855.0
pais-vasco,2003,1898.0
pais-vasco,2003,1940.0
pais-vasco,2004,2004.0
pais-vasco,2004,2061.0
pais-vasco,2004,2117.0
pais-vasco,2004,2184.0
pais-vasco,2005,2242.0
pais-vasco,2005,2306.0
pais-vasco,2005,2364.0
pais-vasco,2005,2436.0
pais-vasco,2006,2532.0
pais-vasco,2006,2630.0
pais-vasco,2006,2719.0
pais-vasco,2006,2817.0
pais-vasco,2007,2894.0
pais-vasco,2007,2969.0
pais-vasco,2010,2982.0
pais-vasco,2010,2951.0
pais-vasco,2011,2941.0
pais-vasco,2011,2923.0
pais-vasco,2011,2912.0
pais-vasco,2011,2892.0
pais-vasco,2012,2874.0
pais-vasco,2012,2793.0
pais-vasco,2012,2732.0
pais-vasco,2012,2668.0
pais-vasco,2013,2591.0
pais-vasco,2013,2532.0
pais-vasco,2013,2481.0
pais-vasco,2013,2433.0
pais-vasco,2014,2379.0
pais-vasco,2014,2366.0
pais-vasco,2014,2323.0
pais-vasco,2014,2260.0
pais-vasco,2015,2216.0
pais-vasco,2015,2167.0
pais-vasco,2015,2120.0
pais-vasco,2015,2085.0
pais-vasco,2016,2048.0
pais-vasco,2016,2054.0
pais-vasco,2016,2046.0
pais-vasco,2016,2020.0
pais-vasco,2017,2006.0
pais-vasco,2017,1997.0
pais-vasco,2017,1999.0
pais-vasco,2017,1999.0
pais-vasco,2018,1986.0
pais-vasco,2018,1980.0
pais-vasco,2018,1972.0
pais-vasco,2018,2048.0
pais-vasco,2019,2054.0
pais-vasco,2019,2068.0
pais-vasco,2019,2077.0
pais-vasco,2019,2102.0
pais-vasco,2020,2112.0
pais-vasco,2020,2108.0
pais-vasco,2020,2140.0
pais-vasco,2020,2136.0
pais-vasco,2021,2151.0
pais-vasco,2021,2196.0
pais-vasco,2021,2201.0
pais-vasco,2021,2227.0
pais-vasco,2022,2246.0
principado-asturias,2003,1108.0
principado-asturias,2003,1130.0
principado-asturias,2003,1167.0
principado-asturias,2003,1192.0
principado-asturias,2004,1224.0
principado-asturias,2004,1257.0
principado-asturias,2004,1274.0
principado-asturias,2004,1294.0
principado-asturias,2005,1330.0
principado-asturias,2005,1369.0
principado-asturias,2005,1403.0
principado-asturias,2005,1462.0
principado-asturias,2006,1504.0
principado-asturias,2006,1532.0
principado-asturias,2006,1583.0
principado-asturias,2006,1612.0
principado-asturias,2007,1634.0
principado-asturias,2007,1660.0
principado-asturias,2007,1690.0
principado-asturias,2007,1729.0
principado-asturias,2008,1734.0
principado-asturias,2008,1736.0
principado-asturias,2008,1755.0
principado-asturias,2008,1758.0
principado-asturias,2009,1749.0
principado-asturias,2009,1738.0
principado-asturias,2009,1636.0
principado-asturias,2009,1585.0
principado-asturias,2010,1590.0
principado-asturias,2010,1590.0
principado-asturias,2010,1598.0
principado-asturias,2010,1621.0
principado-asturias,2011,1589.0
principado-asturias,2011,1574.0
principado-asturias,2011,1562.0
principado-asturias,2011,1581.0
principado-asturias,2012,1580.0
principado-asturias,2012,1554.0
principado-asturias,2012,1540.0
principado-asturias,2012,1525.0
principado-asturias,2013,1479.0
principado-asturias,2013,1444.0
principado-asturias,2013,1435.0
principado-asturias,2013,1407.0
principado-asturias,2014,1372.0
principado-asturias,2014,1348.0
principado-asturias,2014,1327.0
principado-asturias,2014,1301.0
principado-asturias,2015,1271.0
principado-asturias,2015,1263.0
principado-asturias,2015,1240.0
principado-asturias,2015,1239.0
principado-asturias,2016,1226.0
principado-asturias,2016,1206.0
principado-asturias,2016,1209.0
principado-asturias,2016,1195.0
principado-asturias,2017,1191.0
principado-asturias,2017,1182.0
principado-asturias,2017,1177.0
principado-asturias,2017,1176.0
principado-asturias,2018,1200.0
principado-asturias,2018,1213.0
principado-asturias,2018,1223.0
principado-asturias,2018,1236.0
principado-asturias,2019,1241.0
principado-asturias,2019,1230.0
principado-asturias,2019,1226.0
principado-asturias,2019,1247.0
principado-asturias,2020,1238.0
principado-asturias,2020,1259.0
principado-asturias,2020,1266.0
principado-asturias,2020,1268.0
principado-asturias,2021,1284.0
principado-asturias,2021,1299.0
principado-asturias,2021,1286.0
principado-asturias,2021,1277.0
principado-asturias,2022,1345.0
region-murcia,2003,888.0
region-murcia,2003,947.0
region-murcia,2003,1002.0
region-murcia,2003,1042.0
region-murcia,2004,1092.0
region-murcia,2004,1150.0
region-murcia,2004,1201.0
region-murcia,2004,1258.0
region-murcia,2005,1301.0
region-murcia,2005,1368.0
region-murcia,2005,1427.0
region-murcia,2005,1472.0
region-murcia,2006,1512.0
region-murcia,2006,1555.0
region-murcia,2006,1607.0
region-murcia,2006,1645.0
region-murcia,2007,1678.0
region-murcia,2007,1707.0
region-murcia,2007,1724.0
region-murcia,2007,1730.0
region-murcia,2008,1741.0
region-murcia,2008,1743.0
region-murcia,2008,1727.0
region-murcia,2008,1711.0
region-murcia,2009,1663.0
region-murcia,2009,1619.0
region-murcia,2009,1640.0
region-murcia,2009,1614.0
region-murcia,2010,1607.0
region-murcia,2010,1571.0
region-murcia,2010,1528.0
region-murcia,2010,1500.0
region-murcia,2011,1489.0
region-murcia,2011,1466.0
region-murcia,2011,1444.0
region-murcia,2011,1406.0
region-murcia,2012,1375.0
region-murcia,2012,1338.0
region-murcia,2012,1304.0
region-murcia,2012,1264.0
region-murcia,2013,1227.0
region-murcia,2013,1180.0
region-murcia,2013,1149.0
region-murcia,2013,1127.0
region-murcia,2014,1095.0
region-murcia,2014,1086.0
region-murcia,2014,1101.0
region-murcia,2014,1080.0
region-murcia,2015,1086.0
region-murcia,2015,1067.0
region-murcia,2015,1049.0
region-murcia,2015,1045.0
region-murcia,2016,1025.0
region-murcia,2016,1010.0
region-murcia,2016,994.0
region-murcia,2016,987.0
region-murcia,2017,976.0
region-murcia,2017,971.0
region-murcia,2017,973.0
region-murcia,2017,980.0
region-murcia,2018,987.0
region-murcia,2018,986.0
region-murcia,2018,991.0
region-murcia,2018,984.0
region-murcia,2019,991.0
region-murcia,2019,997.0
region-murcia,2019,1015.0
region-murcia,2019,1014.0
region-murcia,2020,1019.0
region-murcia,2020,1015.0
region-murcia,2020,1008.0
region-murcia,2020,1014.0
region-murcia,2021,1024.0
region-murcia,2021,1027.0
region-murcia,2021,1029.0
region-murcia,2021,1043.0
region-murcia,2022,1050.0
